filename,sample,z_position,time_point,time_hours,light_intensity,cell_area,intensity_group
14_brightfield_z1_t000016.tif,14,1,16,2.6666666666666665,0.9928156277200251,1574445,Very High
7_brightfield_z1_t000031.tif,7,1,31,5.166666666666667,0.16164046078245653,768407,Very Low
3_brightfield_z1_t000032.tif,3,1,32,5.333333333333333,0.5593319454747254,1080940,Low
3_brightfield_z1_t000122.tif,3,1,122,20.333333333333332,0.5593319454747254,1327216,Low
12_brightfield_z1_t000015.tif,12,1,15,2.5,0.9597245567673008,1265488,Very High
16_brightfield_z1_t000008.tif,16,1,8,1.3333333333333333,0.4243918632628634,1486462,Low
10_brightfield_z1_t000076.tif,10,1,76,12.666666666666666,0.6326121651091076,1356970,Medium
11_brightfield_z1_t000115.tif,11,1,115,19.166666666666668,0.9193995210257941,1132073,Very High
10_brightfield_z1_t000075.tif,10,1,75,12.5,0.6326121651091076,1361931,Medium
14_brightfield_z1_t000052.tif,14,1,52,8.666666666666666,0.9928156277200251,469636,Very High
2_brightfield_z1_t000079.tif,2,1,79,13.166666666666666,0.876934678643173,1339489,High
5_brightfield_z1_t000039.tif,5,1,39,6.5,0.7716107149955482,1017402,High
5_brightfield_z1_t000021.tif,5,1,21,3.5,0.7716107149955482,972427,High
3_brightfield_z1_t000059.tif,3,1,59,9.833333333333334,0.5593319454747254,1179284,Low
8_brightfield_z1_t000107.tif,8,1,107,17.833333333333332,0.27233842320748736,470862,Very Low
2_brightfield_z1_t000065.tif,2,1,65,10.833333333333334,0.876934678643173,1307478,High
6_brightfield_z1_t000094.tif,6,1,94,15.666666666666666,0.7724659185359299,440283,High
13_brightfield_z1_t000046.tif,13,1,46,7.666666666666667,0.6522825423162754,697444,Medium
1_brightfield_z1_t000122.tif,1,1,122,20.333333333333332,0.37742523975885955,1461274,Low
10_brightfield_z1_t000062.tif,10,1,62,10.333333333333334,0.6326121651091076,1384146,Medium
11_brightfield_z1_t000118.tif,11,1,118,19.666666666666668,0.9193995210257941,1139278,Very High
13_brightfield_z1_t000002.tif,13,1,2,0.3333333333333333,0.6522825423162754,1574448,Medium
9_brightfield_z1_t000069.tif,9,1,69,11.5,0.32561501771508844,1630510,Very Low
13_brightfield_z1_t000093.tif,13,1,93,15.5,0.6522825423162754,603788,Medium
9_brightfield_z1_t000026.tif,9,1,26,4.333333333333333,0.32561501771508844,1513265,Very Low
2_brightfield_z1_t000122.tif,2,1,122,20.333333333333332,0.876934678643173,1410472,High
13_brightfield_z1_t000033.tif,13,1,33,5.5,0.6522825423162754,1174667,Medium
